pulga-gigante	d78ca534-7ad0-4987-b621-24f9666a9425
centauro-reversa	fe42d24f-160d-4eb2-8e1c-660cea53e03e
androide-hippie	bc71eac5-2cc1-441e-a266-9561f6089d63
simio-terno	ddad1e66-cec3-49ea-b7a7-b0273079dcb3
mono-terno	661484d4-8c4d-4005-be6c-e14e53a28b4c
alce-terno	bb28d749-7234-4313-976e-4a471fdd221f
pulpo-bibliotecario	3b19ad6c-1268-4167-b5bf-ec29ea54cb5a
cactus-samurai	37ab24f2-986d-4cf8-9c00-e657646896be
tiburon-oficinista	fad13150-912c-40e5-baec-048ed2d896bc
gato-astronauta	d6f58c31-7944-4def-8297-9b8e2459d66a
rana-predicadora	ff6a0993-b311-46f3-be2c-623aab6a09c0
medusa-ballet	0399814f-ef00-4257-b542-670013c886b8
buho-detective	8caeda0a-3d43-46d2-a36b-d31a984848b2
dragon-vegano	4ab8fabd-a0d9-4ed8-927c-2c2694a38ec9
esqueleto-dj	218bf9c1-cf71-4485-9f2e-b4404698d49e
pinguino-luchador	824e6f9f-2ee4-4b7e-bf00-1b5adee7c529
zombi-vegetariano	1fa0a993-bada-4f17-b5e1-2703701b5be6
cerdo-banquero	1b39ef59-447a-4c66-b50d-c33f6ec3f8f3
erizo-punk	ec86f39c-55f5-43be-92ee-5e2ecd16b4d9
mantis-evangelista	9b1a7d36-683c-4a12-bea0-12eb9d8dd0a8
cangrejo-boxeador	c478dbcf-2087-4fe8-9f96-b9bacb3dde20
sapo-opera	dd036190-64d6-4cf7-8d97-ff5969a86241
alpaca-influencer	8eb7487b-f44a-46eb-a5fa-5f7c613bf0fa
panda-contador	e55f4902-6aed-400d-82f1-a523e36e2c46
nutria-pirata	a77b09f8-9cb7-43d1-b86b-009d27359ec6
cebra-codigobarras	468f1e23-ecdc-4627-89b1-761e22c8fadf
pavo-real	94905457-8fd2-4da6-be5a-467d225fd80d
hipopotamo-tango	406cef51-6da9-4b45-bf58-745f0b126fa4
loro-poliglota	c2e02c1a-2353-49ab-b60f-dae09f9627b5
mapache-gourmet	72982c9c-04cd-4b2c-acb9-1c6d9d57c5dd
suricata-paranoico	24402454-be1c-4c92-a535-bd8cd592f04e
virus-rockstar	54415fc5-135b-4228-95d7-aedeb3833a23
cubrebocas-justiciero	389e3af7-a986-4e91-86b1-f05ac7d790e6
gel-musculoso	3a604a4d-3f61-4c68-b601-cba9eb307ba6
dona-cuarentena	ab204ab4-8d7e-444c-8f97-a3827e36ace8
papel-coronado	f03f57f7-4063-4cc6-b40e-80941880276b
jeringa-ninja	4a3499c4-4106-42fc-9dbc-9e5f44da96c5
termometro-ansioso	501d7349-5701-4e69-8e14-f78fbb3bef62
toro-octagono	5c5c6dae-9df1-45d9-9cab-93acdf1be864
canguro-grappler	ca1832fe-382f-4ba9-a621-7a390c0ab82a
oso-pesado	210d6643-a08f-4a29-8725-fb07d0a2c152
gallo-striker	0b213eeb-61e7-4b05-8419-87eb0a1e023c
rinoceronte-noqueador	456cf779-2079-477b-b28e-b09a87e20913
cannabis-guardian	a5374ace-b6b5-4595-937e-ccc760bde165
cogollo-boxeador	b0f1cef1-faf6-4017-bb5a-46a1d592af0d
maria-diva	6f58bcdd-3682-4abb-9b63-168d7b75e5d4
porro-aventurero	7e515de8-4fcd-495a-9bce-8ce7c9401ad7
planta-rasta	2f3cb3c2-22ee-4815-a8e8-e5a79211fbf0
semilla-bebe	a6a72214-81a0-480c-b355-ce765f7d0807
robot-jardinero	d9d87728-1745-40ff-862f-130b19c17c4f
zanahoria-musculosa	7c0a813c-c1c6-497a-932a-450c3ada554c
champinon-copa	d3923648-642b-4778-98be-716180f529b2
escarabajo-aristocrata	413c054d-68e1-4a54-be90-ea0837c85865
yeti-solar	fd9edf82-80f8-4534-9019-64c5c9e05300
iguana-rockera	25edc1be-2c4f-440f-8ad8-1b19342bfa34
momia-pijama	5ecc10f0-fc0e-415f-b9dc-cdd4421a7c04
girasol-vampiro	bba789d2-685b-4904-b86d-6eee76780a93
koala-insomne	75b98899-15f8-4164-9a7d-1d237dfc696a
pez-globo-ansioso	d1a86793-96bd-4257-84bb-6ceb686f644e
aguila-alturas	dd94442d-35d1-491c-8597-959889a97cff
ornitorrinco-espia	7fe43252-4987-4133-85af-737f34ea7f73
lemur-raver	233f8e8a-c697-4611-a554-fbbf5d568579
zorro-broker	465b6de3-9977-4acc-b384-5e20378d36c1
cabra-metalera	30038704-ce7a-44cb-977e-c00b8e9910dd
flamenco-yoga	f61f54d6-ba2d-41e0-b7c8-8fe2a8a934a6
tucan-reggaeton	9c8d6913-71cf-43af-a3e4-a680b54fbe60
camaleon-influencer	33470e50-ccbc-4081-a7a7-6e9a28fdc0cd
murcielago-barista	6f4eabd4-40a5-4e21-b88e-017862eea000
bisonte-motero	aaa7e087-a435-4b60-98ed-2f3805a2f06d
ardilla-culturista	a21d1dc2-840f-4bda-b716-55d0ce36b3fc
foca-comediante	c0193c52-07b2-4dc5-a620-9af69503f3a6
camello-dj	8bd71f57-dec4-4bbd-bfb9-f6c801602ec8
leon-karaoke	39a37ebb-22be-4952-acf5-02d85d814d81
gorila-muaythai	2a5893af-3f6f-4f9f-b68d-0e32dd0ec03b
tejon-enmascarado	d5a72651-0376-455c-b171-514bb5642b68
avestruz-kickboxer	5de43fb2-80b2-4259-b34c-47733661c323
tortuga-sumo	b849c8d5-2e68-44fc-be5b-9d84da989c6f
bong-jazz	2d41fcac-5308-46fd-8a9d-9a974984bf96
hoja-surfista	f8627051-47c1-40d7-82c6-abba4d1c83b1
grinder-breakdancer	f445b8c3-7526-4f90-a766-46293bc3563c
brownie-relajado	d480ad17-0e02-48cd-9ca6-cf5e9c4d7b88
guante-mimo	c5a34eb7-a073-4f1e-bf34-6bd156595a2a
vacuna-heroe	4b2f7d4f-8ab0-455a-8f9c-9c35ab1c33ea
qr-menu	50077377-c470-4464-9880-6309a25da2e2
masa-madre	02e09beb-3606-408e-a178-2b2be3b69f39
nube-paraguas	e14d5227-b240-458e-bc73-5956a2efcc64
muela-rey	6e85aa28-0b79-466b-902b-e270d3a899c6
volcan-hawaiano	0098ca6b-9d87-42ea-9a2f-2beabc526d1a
fantasma-fiestero	0c2fa7e2-dea4-48c9-9cf7-b42730328d1a
pinata-andante	11e5e620-1949-46a0-aa02-bed82c054822
cerebro-graduado	f0e76d18-5ae4-43a3-be9f-9e7d5e9abc7f
robot-serpentinas	eac44367-0cc4-4cf3-a799-f575e8dda354
pizza-rockera	3d6c5748-b948-41ec-84f8-61a98bbaf280
aguacate-galan	a16edd38-5c3e-4936-b01a-8e0e50844098
dado-suerte	168c1bca-7363-434e-9e51-a7397e5b373a
sombrero-mago	c9e813f3-4a10-4242-adf4-a44ff795922d
globo-helio	75f66e36-0837-4b62-b551-8d0f8da58fa3
cactus-disco	567cda8f-6c39-421b-a9c5-10fbbc5409e3
taco-mariachi	cebc7d2f-73d7-45f0-8270-9ad3390488db
estrella-fugaz	74526931-4025-47ff-847d-364934420004
monitor-frame	4cb9d5be-d011-4809-ac06-d7847ff43715
all-around	0fa0505a-aea5-4bb6-b151-dd3d54a98864
player-brawler	7ce60664-8ba4-4d88-a6a2-022be7f8d663
bboy-skater	78582f06-50cd-49c7-a672-ef8ec6053904
bboy-kungfu	69e5f7e6-b6e4-4e0c-8a4d-703caf36cdf4
ninja	cdcd6695-5246-455c-a97c-4e70361ffde0
zoner	8e742d41-dc16-4b62-8d01-7fec8f43d6e1
female-1	6151ce32-3e4d-4b56-a67b-9b54237d1e94
female-2	a1ae9a19-9a6d-486e-8ebc-c707f3ef9f39
female-3	68a52f8c-46a8-420e-919f-c18fd38f6c40
balanced	4618ae42-2ffa-4d89-91cd-7b11587a8193
tank	edad47f8-ad2d-4885-9462-a69304c1c7fa
grappler	787dd386-77de-4379-8aa6-9957a43ccb17
eyeball	314071c4-265c-428d-bb75-6caa859325fe
warden	bf3d2472-1377-42b0-9dc2-87c32cb7190c
charger	e09ba82f-b462-4d5b-bf10-a179547a5656
shield-drone	b0aca2f8-efc9-413e-8676-3463293dc867
empire-drone	e70ad1d9-ffaa-45f2-9281-3878bf6196c5
idle-a	53730fdb-10f1-4655-b870-1b31d84ec5d0
attack1	c18ee93e-590f-4adb-9f70-b16e84263382
walk-a	73dfc7b9-7d86-4bbd-b634-ed8fa0b4d5e1
idle-b	46dba912-1195-4f2d-aef0-9774771a8aa9
fighter	7ca7200c-bb07-47fe-b67f-ea948d4fac6b
flyer	647819fd-b8f0-40ba-819f-3c3c0e085ed1
monk	f6da571e-9e7c-4300-9250-2abb88133be0
